precedence+++    |arg2-as-detail+++|-0.27  |  discogem_multi_leaves_continuous_CLR_pearson
arg1-as-detail+++|arg2-as-manner   |+0.00  |  discogem_multi_leaves_binary_0.1_Phi_corr
arg1-as-detail+++|arg1-as-excpt    |+0.00  |  discogem_multi_leaves_binary_0.1_Phi_corr
arg1-as-detail+++|arg2-as-excpt    |+0.00  |  discogem_multi_leaves_binary_0.1_Phi_corr
arg2-as-detail+++|equivalence      |+0.00  |  discogem_multi_leaves_binary_0.1_Phi_corr
arg2-as-detail+++|arg1-as-manner   |+0.00  |  discogem_multi_leaves_binary_0.1_Phi_corr
arg2-as-detail+++|arg2-as-manner   |+0.00  |  discogem_multi_leaves_binary_0.1_Phi_corr
arg2-as-detail+++|arg1-as-excpt    |+0.00  |  discogem_multi_leaves_binary_0.1_Phi_corr
arg2-as-detail+++|arg2-as-excpt    |+0.00  |  discogem_multi_leaves_binary_0.1_Phi_corr
equivalence      |arg1-as-manner   |+0.00  |  discogem_multi_leaves_binary_0.1_Phi_corr
equivalence      |arg2-as-manner   |+0.00  |  discogem_multi_leaves_binary_0.1_Phi_corr
equivalence      |arg1-as-excpt    |+0.00  |  discogem_multi_leaves_binary_0.1_Phi_corr
equivalence      |arg2-as-excpt    |+0.00  |  discogem_multi_leaves_binary_0.1_Phi_corr
equivalence      |arg2-as-subst    |+0.00  |  discogem_multi_leaves_binary_0.1_Phi_corr
arg1-as-manner   |arg2-as-manner   |+0.00  |  discogem_multi_leaves_binary_0.1_Phi_corr
arg1-as-manner   |arg1-as-excpt    |+0.00  |  discogem_multi_leaves_binary_0.1_Phi_corr
arg1-as-manner   |arg2-as-excpt    |+0.00  |  discogem_multi_leaves_binary_0.1_Phi_corr
arg1-as-manner   |arg2-as-subst    |+0.00  |  discogem_multi_leaves_binary_0.1_Phi_corr
arg2-as-manner   |arg1-as-excpt    |+0.00  |  discogem_multi_leaves_binary_0.1_Phi_corr
arg2-as-manner   |arg2-as-excpt    |+0.00  |  discogem_multi_leaves_binary_0.1_Phi_corr
arg2-as-manner   |arg2-as-subst    |+0.00  |  discogem_multi_leaves_binary_0.1_Phi_corr
arg1-as-excpt    |arg2-as-excpt    |+0.00  |  discogem_multi_leaves_binary_0.1_Phi_corr
arg1-as-excpt    |arg2-as-subst    |+0.00  |  discogem_multi_leaves_binary_0.1_Phi_corr
arg2-as-excpt    |arg2-as-subst    |+0.00  |  discogem_multi_leaves_binary_0.1_Phi_corr
synchronous+++   |succession       |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
synchronous+++   |arg1-as-cond     |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
synchronous+++   |arg2-as-cond     |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
synchronous+++   |arg1-as-negcond  |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
synchronous+++   |arg2-as-negcond  |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
synchronous+++   |arg1-as-goal     |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
synchronous+++   |arg2-as-goal     |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
synchronous+++   |disjunction      |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
synchronous+++   |arg1-as-instance |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
synchronous+++   |equivalence      |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
synchronous+++   |arg1-as-manner   |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
synchronous+++   |arg2-as-manner   |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
synchronous+++   |arg1-as-excpt    |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
synchronous+++   |arg2-as-excpt    |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
synchronous+++   |arg2-as-subst    |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
precedence+++    |arg1-as-cond     |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
precedence+++    |arg2-as-cond     |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
precedence+++    |arg1-as-negcond  |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
precedence+++    |arg2-as-negcond  |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
precedence+++    |arg1-as-goal     |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
precedence+++    |arg2-as-goal     |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
precedence+++    |disjunction      |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
precedence+++    |arg1-as-instance |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
precedence+++    |equivalence      |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
precedence+++    |arg1-as-manner   |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
precedence+++    |arg2-as-manner   |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
precedence+++    |arg1-as-excpt    |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
precedence+++    |arg2-as-excpt    |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
precedence+++    |arg2-as-subst    |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
succession       |arg1-as-cond     |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
succession       |arg2-as-cond     |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
succession       |arg1-as-negcond  |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
succession       |arg2-as-negcond  |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
succession       |arg1-as-goal     |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
succession       |arg2-as-goal     |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
succession       |arg1-as-denier+++|+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
succession       |contrast+++      |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
succession       |similarity+++    |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
succession       |conjunction+++   |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
succession       |disjunction      |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
succession       |arg1-as-instance |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
succession       |arg2-as-instance+++|+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
succession       |arg1-as-detail+++|+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
succession       |equivalence      |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
succession       |arg1-as-manner   |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
succession       |arg2-as-manner   |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
succession       |arg1-as-excpt    |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
succession       |arg2-as-excpt    |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
succession       |arg2-as-subst    |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
reason+++        |arg1-as-cond     |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
reason+++        |arg2-as-cond     |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
reason+++        |arg1-as-negcond  |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
reason+++        |arg2-as-negcond  |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
reason+++        |arg1-as-goal     |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
reason+++        |arg2-as-goal     |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
reason+++        |disjunction      |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
reason+++        |arg1-as-instance |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
reason+++        |equivalence      |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
reason+++        |arg1-as-manner   |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
reason+++        |arg2-as-manner   |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
reason+++        |arg1-as-excpt    |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
reason+++        |arg2-as-excpt    |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
reason+++        |arg2-as-subst    |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
result+++        |arg1-as-cond     |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
result+++        |arg2-as-cond     |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
result+++        |arg1-as-negcond  |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
result+++        |arg2-as-negcond  |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
result+++        |arg2-as-goal     |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
result+++        |disjunction      |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
result+++        |arg1-as-instance |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
result+++        |arg2-as-detail+++|+0.25  |  discogem_multi_leaves_binary_0.2_Phi_corr
result+++        |equivalence      |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
result+++        |arg1-as-manner   |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
result+++        |arg2-as-manner   |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
result+++        |arg1-as-excpt    |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
result+++        |arg2-as-excpt    |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
arg1-as-cond     |arg2-as-cond     |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
arg1-as-cond     |arg1-as-negcond  |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
arg1-as-cond     |arg2-as-negcond  |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
arg1-as-cond     |arg1-as-goal     |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
arg1-as-cond     |arg2-as-goal     |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
arg1-as-cond     |arg1-as-denier+++|+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
arg1-as-cond     |arg2-as-denier+++|+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
arg1-as-cond     |contrast+++      |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
arg1-as-cond     |similarity+++    |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
arg1-as-cond     |conjunction+++   |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
arg1-as-cond     |disjunction      |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
arg1-as-cond     |arg1-as-instance |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
arg1-as-cond     |arg2-as-instance+++|+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
arg1-as-cond     |arg1-as-detail+++|+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
arg1-as-cond     |arg2-as-detail+++|+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
arg1-as-cond     |equivalence      |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
arg1-as-cond     |arg1-as-manner   |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
arg1-as-cond     |arg2-as-manner   |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
arg1-as-cond     |arg1-as-excpt    |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
arg1-as-cond     |arg2-as-excpt    |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
arg1-as-cond     |arg2-as-subst    |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
arg2-as-cond     |arg1-as-negcond  |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
arg2-as-cond     |arg2-as-negcond  |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
arg2-as-cond     |arg1-as-goal     |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
arg2-as-cond     |arg2-as-goal     |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
arg2-as-cond     |arg1-as-denier+++|+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
arg2-as-cond     |arg2-as-denier+++|+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
arg2-as-cond     |contrast+++      |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
arg2-as-cond     |similarity+++    |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
arg2-as-cond     |conjunction+++   |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
arg2-as-cond     |disjunction      |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
arg2-as-cond     |arg1-as-instance |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
arg2-as-cond     |arg2-as-instance+++|+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
arg2-as-cond     |arg1-as-detail+++|+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
arg2-as-cond     |arg2-as-detail+++|+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
arg2-as-cond     |equivalence      |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
arg2-as-cond     |arg1-as-manner   |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
arg2-as-cond     |arg2-as-manner   |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
arg2-as-cond     |arg1-as-excpt    |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
arg2-as-cond     |arg2-as-excpt    |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
arg2-as-cond     |arg2-as-subst    |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
arg1-as-negcond  |arg2-as-negcond  |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
arg1-as-negcond  |arg1-as-goal     |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
arg1-as-negcond  |arg2-as-goal     |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
arg1-as-negcond  |arg1-as-denier+++|+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
arg1-as-negcond  |arg2-as-denier+++|+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
arg1-as-negcond  |contrast+++      |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
arg1-as-negcond  |similarity+++    |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
arg1-as-negcond  |conjunction+++   |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
arg1-as-negcond  |disjunction      |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
arg1-as-negcond  |arg1-as-instance |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
arg1-as-negcond  |arg2-as-instance+++|+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
arg1-as-negcond  |arg1-as-detail+++|+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
arg1-as-negcond  |arg2-as-detail+++|+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
arg1-as-negcond  |equivalence      |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
arg1-as-negcond  |arg1-as-manner   |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
arg1-as-negcond  |arg2-as-manner   |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
arg1-as-negcond  |arg1-as-excpt    |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
arg1-as-negcond  |arg2-as-excpt    |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
arg1-as-negcond  |arg2-as-subst    |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
arg2-as-negcond  |arg1-as-goal     |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
arg2-as-negcond  |arg2-as-goal     |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
arg2-as-negcond  |arg1-as-denier+++|+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
arg2-as-negcond  |arg2-as-denier+++|+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
arg2-as-negcond  |contrast+++      |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
arg2-as-negcond  |similarity+++    |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
arg2-as-negcond  |conjunction+++   |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
arg2-as-negcond  |disjunction      |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
arg2-as-negcond  |arg1-as-instance |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
arg2-as-negcond  |arg2-as-instance+++|+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
arg2-as-negcond  |arg1-as-detail+++|+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
arg2-as-negcond  |arg2-as-detail+++|+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
arg2-as-negcond  |equivalence      |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
arg2-as-negcond  |arg1-as-manner   |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
arg2-as-negcond  |arg2-as-manner   |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
arg2-as-negcond  |arg1-as-excpt    |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
arg2-as-negcond  |arg2-as-excpt    |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
arg2-as-negcond  |arg2-as-subst    |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
arg1-as-goal     |arg2-as-goal     |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
arg1-as-goal     |arg1-as-denier+++|+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
arg1-as-goal     |arg2-as-denier+++|+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
arg1-as-goal     |contrast+++      |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
arg1-as-goal     |similarity+++    |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
arg1-as-goal     |conjunction+++   |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
arg1-as-goal     |disjunction      |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
arg1-as-goal     |arg1-as-instance |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
arg1-as-goal     |arg2-as-instance+++|+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
arg1-as-goal     |arg1-as-detail+++|+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
arg1-as-goal     |arg2-as-detail+++|+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
arg1-as-goal     |equivalence      |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
arg1-as-goal     |arg1-as-manner   |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
arg1-as-goal     |arg2-as-manner   |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
arg1-as-goal     |arg1-as-excpt    |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
arg1-as-goal     |arg2-as-excpt    |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
arg1-as-goal     |arg2-as-subst    |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
arg2-as-goal     |arg1-as-denier+++|+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
arg2-as-goal     |arg2-as-denier+++|+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
arg2-as-goal     |contrast+++      |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
arg2-as-goal     |similarity+++    |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
arg2-as-goal     |conjunction+++   |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
arg2-as-goal     |disjunction      |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
arg2-as-goal     |arg1-as-instance |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
arg2-as-goal     |arg2-as-instance+++|+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
arg2-as-goal     |arg1-as-detail+++|+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
arg2-as-goal     |arg2-as-detail+++|+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
arg2-as-goal     |equivalence      |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
arg2-as-goal     |arg1-as-manner   |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
arg2-as-goal     |arg2-as-manner   |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
arg2-as-goal     |arg1-as-excpt    |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
arg2-as-goal     |arg2-as-excpt    |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
arg2-as-goal     |arg2-as-subst    |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
arg1-as-denier+++|disjunction      |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
arg1-as-denier+++|arg1-as-instance |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
arg1-as-denier+++|equivalence      |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
arg1-as-denier+++|arg1-as-manner   |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
arg1-as-denier+++|arg2-as-manner   |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
arg1-as-denier+++|arg1-as-excpt    |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
arg1-as-denier+++|arg2-as-excpt    |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
arg1-as-denier+++|arg2-as-subst    |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
arg2-as-denier+++|disjunction      |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
arg2-as-denier+++|arg1-as-instance |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
arg2-as-denier+++|equivalence      |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
arg2-as-denier+++|arg1-as-manner   |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
arg2-as-denier+++|arg2-as-manner   |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
arg2-as-denier+++|arg1-as-excpt    |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
arg2-as-denier+++|arg2-as-excpt    |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
contrast+++      |disjunction      |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
contrast+++      |arg1-as-instance |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
contrast+++      |equivalence      |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
contrast+++      |arg1-as-manner   |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
contrast+++      |arg2-as-manner   |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
contrast+++      |arg1-as-excpt    |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
contrast+++      |arg2-as-excpt    |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
similarity+++    |disjunction      |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
similarity+++    |arg1-as-instance |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
similarity+++    |arg1-as-detail+++|+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
similarity+++    |equivalence      |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
similarity+++    |arg1-as-manner   |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
similarity+++    |arg2-as-manner   |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
similarity+++    |arg1-as-excpt    |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
similarity+++    |arg2-as-excpt    |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
similarity+++    |arg2-as-subst    |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
conjunction+++   |arg1-as-instance |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
conjunction+++   |equivalence      |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
conjunction+++   |arg1-as-manner   |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
conjunction+++   |arg2-as-manner   |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
conjunction+++   |arg1-as-excpt    |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
conjunction+++   |arg2-as-excpt    |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
disjunction      |arg1-as-instance |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
disjunction      |arg2-as-instance+++|+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
disjunction      |arg1-as-detail+++|+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
disjunction      |arg2-as-detail+++|+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
disjunction      |equivalence      |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
disjunction      |arg1-as-manner   |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
disjunction      |arg2-as-manner   |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
disjunction      |arg1-as-excpt    |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
disjunction      |arg2-as-excpt    |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
disjunction      |arg2-as-subst    |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
arg1-as-instance |arg2-as-instance+++|+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
arg1-as-instance |arg1-as-detail+++|+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
arg1-as-instance |arg2-as-detail+++|+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
arg1-as-instance |equivalence      |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
arg1-as-instance |arg1-as-manner   |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
arg1-as-instance |arg2-as-manner   |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
arg1-as-instance |arg1-as-excpt    |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
arg1-as-instance |arg2-as-excpt    |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
arg1-as-instance |arg2-as-subst    |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
arg2-as-instance+++|equivalence      |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
arg2-as-instance+++|arg1-as-manner   |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
arg2-as-instance+++|arg2-as-manner   |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
arg2-as-instance+++|arg1-as-excpt    |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
arg2-as-instance+++|arg2-as-excpt    |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
arg1-as-detail+++|equivalence      |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
arg1-as-detail+++|arg1-as-manner   |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
arg1-as-detail+++|arg2-as-manner   |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
arg1-as-detail+++|arg1-as-excpt    |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
arg1-as-detail+++|arg2-as-excpt    |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
arg1-as-detail+++|arg2-as-subst    |+0.00  |  discogem_multi_leaves_binary_0.2_Phi_corr
